trustChurch_postTreat,responsiveness_postTreat,memberDuration,Concordant,attendanceBin,Country,futureVolunteer_postTreat,futureAttendance_postTreat,petitionInterest_postTreat,shouldAdvocate,rank_Conflict_position,age,gender,rank_SocioPolitic_position,rank_HumanRight_position,policyPref_econOverEnviron_position,policyPref_redistribute_position,policyPref_humanRights_position,policyPref_schoolPrayer_position,policyPref_military_position,responsiveness_preTreat,validityCheck,textViewed
8,8,16 years or more,0,Weekly,Brazil,10,9,8,10,2,35-44,Female,3,4,1,9,10,1,1,10,PAPA,"Papa diz que a economia deve lutar contra a 'cultura do desperdício'.
                        Papa pede a líderes empresariais que gerem novos modelos de progresso economico.
                        'Economia da exclusão e desigualdade causaram o crescimento da pobreza', diz Papa"
10,10,16 years or more,1,Weekly,Brazil,9,9,10,8,3,35-44,Female,4,2,2,2,8,10,1,8,"Educação e recreação é importante para a infância. Dê apoio, não culpem os...A Santa sé...","Educação e recreação são fundamentais para infância,  Papa diz a jovens cubanos e americanos.
                               Santa Sé apoia objetivos globais para saúde e afirma 'não devemos deixar ninguém para trás'.
                               Papa pede: dê compaixão aos imigrantes, não culpa"
5,6,0 to 5 years,0,Weekly,Brazil,6,6,4,7,3,25-34,Female,2,4,4,5,7,5,6,7,"Papa pede: dê ajuda aos imigrantes, não culpa.","Educação e recreação são fundamentais para infância,  Papa diz a jovens cubanos e americanos.
                               Santa Sé apoia objetivos globais para saúde e afirma 'não devemos deixar ninguém para trás'.
                               Papa pede: dê compaixão aos imigrantes, não culpa"
7,8,16 years or more,0,Monthly,Brazil,10,8,10,10,3,25-34,Female,1,4,2,4,10,9,1,9,"Que a economia de exclusão e o capitalismo estão favorecendo os abastados e cada vez mais prejudicando os mais pobres, e tb, isso tudo gera violencia","Papa diz que a economia deve lutar contra a 'cultura do desperdício'.
                        Papa pede a líderes empresariais que gerem novos modelos de progresso economico.
                        'Economia da exclusão e desigualdade causaram o crescimento da pobreza', diz Papa"
9,8,16 years or more,1,Monthly,Brazil,8,9,7,10,2,35-44,Female,3,4,2,4,10,4,1,10,O Papa é a favor dos Direitos Humanos,"Diplomacia do Vaticano passa a focar nos direitos humanos na Africa.
                            Papa é taxativo: liberdade religiosa é um presente de Deus. Defenda-a.
                            Papa diz que a promoção dos direitos humanos é central para o empenho da União Europeia"
7,6,6 to 10 years,0,Never/yearly,Brazil,3,7,7,9,3,35-44,Male,2,1,7,4,2,8,7,9,defender direitos humanos,"Diplomacia do Vaticano passa a focar nos direitos humanos na Africa.
                            Papa é taxativo: liberdade religiosa é um presente de Deus. Defenda-a.
                            Papa diz que a promoção dos direitos humanos é central para o empenho da União Europeia"
7,7,11 to 15 years,1,Weekly,Brazil,9,9,10,10,3,18-24,Female,1,4,1,9,10,9,7,10,"direitos humanos é a prioridade, a liberdade religiosa é importante e deve ser promovida, defender os direitos humanos é fundamental.","Diplomacia do Vaticano passa a focar nos direitos humanos na Africa.
                            Papa é taxativo: liberdade religiosa é um presente de Deus. Defenda-a.
                            Papa diz que a promoção dos direitos humanos é central para o empenho da União Europeia"
9,7,16 years or more,1,Monthly,Brazil,10,9,10,9,2,35-44,Female,1,3,10,9,10,10,9,10,Papa diz que devemos lutar contra cultura do desperdício para melhorar a economia. Papa pede ajuda aos empresários por modelos de progressos economico,"Papa diz que a economia deve lutar contra a 'cultura do desperdício'.
                        Papa pede a líderes empresariais que gerem novos modelos de progresso economico.
                        'Economia da exclusão e desigualdade causaram o crescimento da pobreza', diz Papa"
4,7,16 years or more,0,Monthly,Brazil,5,3,6,5,1,25-34,Male,3,4,1,1,8,1,1,5,Papa condena economia do desperdicio. Pede novos modelos econômicos. Não lembro o terceiro ,"Papa diz que a economia deve lutar contra a 'cultura do desperdício'.
                        Papa pede a líderes empresariais que gerem novos modelos de progresso economico.
                        'Economia da exclusão e desigualdade causaram o crescimento da pobreza', diz Papa"
10,8,16 years or more,1,Monthly,Brazil,7,8,8,10,1,25-34,Male,4,3,3,5,10,10,5,10,saúde ,"Educação e recreação são fundamentais para infância,  Papa diz a jovens cubanos e americanos.
                               Santa Sé apoia objetivos globais para saúde e afirma 'não devemos deixar ninguém para trás'.
                               Papa pede: dê compaixão aos imigrantes, não culpa"
5,5,11 to 15 years,0,Never/yearly,Brazil,5,1,7,8,4,18-24,Female,2,1,1,9,7,5,1,7,Economia do desperdício,"Papa diz que a economia deve lutar contra a 'cultura do desperdício'.
                        Papa pede a líderes empresariais que gerem novos modelos de progresso economico.
                        'Economia da exclusão e desigualdade causaram o crescimento da pobreza', diz Papa"
8,7,11 to 15 years,1,Monthly,Brazil,2,5,7,5,2,25-34,Male,1,4,6,5,7,5,5,8,A igreja defende os direitos humanos,"Diplomacia do Vaticano passa a focar nos direitos humanos na Africa.
                            Papa é taxativo: liberdade religiosa é um presente de Deus. Defenda-a.
                            Papa diz que a promoção dos direitos humanos é central para o empenho da União Europeia"
6,6,16 years or more,1,Never/yearly,Brazil,3,4,10,10,4,35-44,Male,2,3,4,5,7,1,4,10,o papa pede o fim da violência de forma generalizada,"Papa suplica para o fim da 'loucura homicida' do terrorismo.
                         Papa encontra com líderes colombianos às vésperas do acordo de paz.
                         Na sinagoga romana, Papa pede: vamos nos unir contra a guerra e a violência"
10,10,16 years or more,0,Monthly,Brazil,10,10,7,6,2,25-34,Female,3,1,1,10,6,10,7,10,Ame Deus hoje porque vc pode não te-lo amanhã,"Em Roma, Papa completa 80 anos e fala aos Cardeais durante missa.
                        Se você é tentado a fofocar, 'morda sua língua', diz Papa.
                        Ame Deus hoje, porque você pode não ter o amanhã, diz Papa"
10,7,16 years or more,1,Weekly,Brazil,8,8,8,9,4,45-54,Female,1,3,8,9,8,8,8,9,SUPLICA PARA O FIM DAS GUERRAS,"Papa suplica para o fim da 'loucura homicida' do terrorismo.
                         Papa encontra com líderes colombianos às vésperas do acordo de paz.
                         Na sinagoga romana, Papa pede: vamos nos unir contra a guerra e a violência"
10,10,16 years or more,1,Weekly,Brazil,8,10,10,10,2,55-75,Female,3,4,10,10,10,10,10,10,manter os direitos humanos,"Diplomacia do Vaticano passa a focar nos direitos humanos na Africa.
                            Papa é taxativo: liberdade religiosa é um presente de Deus. Defenda-a.
                            Papa diz que a promoção dos direitos humanos é central para o empenho da União Europeia"
4,4,16 years or more,0,Monthly,Brazil,6,7,7,2,2,45-54,Female,3,1,1,8,4,10,4,4,fofocar morde na lingua,"Em Roma, Papa completa 80 anos e fala aos Cardeais durante missa.
                        Se você é tentado a fofocar, 'morda sua língua', diz Papa.
                        Ame Deus hoje, porque você pode não ter o amanhã, diz Papa"
10,10,16 years or more,0,Weekly,Brazil,10,10,10,10,1,18-24,Male,4,2,10,10,10,10,10,10,papa diz,"Papa diz que a economia deve lutar contra a 'cultura do desperdício'.
                        Papa pede a líderes empresariais que gerem novos modelos de progresso economico.
                        'Economia da exclusão e desigualdade causaram o crescimento da pobreza', diz Papa"
8,10,16 years or more,1,Weekly,Brazil,6,7,10,10,4,25-34,Male,2,1,10,3,1,10,3,10,Papa,"Papa suplica para o fim da 'loucura homicida' do terrorismo.
                         Papa encontra com líderes colombianos às vésperas do acordo de paz.
                         Na sinagoga romana, Papa pede: vamos nos unir contra a guerra e a violência"
10,9,16 years or more,1,Weekly,Brazil,9,10,10,9,1,35-44,Male,4,2,2,6,9,9,8,8,Papa pede recreação a crianças e jovens diz Papa a jovens cubanos e americanos  /  Devemos dar compaixão a imigrantes e não culpa  /  ,"Educação e recreação são fundamentais para infância,  Papa diz a jovens cubanos e americanos.
                               Santa Sé apoia objetivos globais para saúde e afirma 'não devemos deixar ninguém para trás'.
                               Papa pede: dê compaixão aos imigrantes, não culpa"
10,8,16 years or more,0,Weekly,Brazil,8,5,7,10,4,45-54,Female,2,3,5,10,10,10,1,10,desenvolver recreações em escolas,"Educação e recreação são fundamentais para infância,  Papa diz a jovens cubanos e americanos.
                               Santa Sé apoia objetivos globais para saúde e afirma 'não devemos deixar ninguém para trás'.
                               Papa pede: dê compaixão aos imigrantes, não culpa"
5,5,16 years or more,0,Weekly,Brazil,8,7,7,8,4,45-54,Female,3,1,5,8,7,5,2,4,Defender os direitos humanos,"Diplomacia do Vaticano passa a focar nos direitos humanos na Africa.
                            Papa é taxativo: liberdade religiosa é um presente de Deus. Defenda-a.
                            Papa diz que a promoção dos direitos humanos é central para o empenho da União Europeia"
7,5,16 years or more,1,Never/yearly,Brazil,1,5,5,7,4,25-34,Female,2,1,1,1,10,1,1,10,"papa pede pra parar com o terrorismo homicida, papa e o tratado de paz, sinagogas","Papa suplica para o fim da 'loucura homicida' do terrorismo.
                         Papa encontra com líderes colombianos às vésperas do acordo de paz.
                         Na sinagoga romana, Papa pede: vamos nos unir contra a guerra e a violência"
10,8,16 years or more,1,Monthly,Brazil,8,10,6,8,2,45-54,Female,4,3,1,7,10,7,7,10,concordo com cada palavra proferida pelo santo Papa,"Educação e recreação são fundamentais para infância,  Papa diz a jovens cubanos e americanos.
                               Santa Sé apoia objetivos globais para saúde e afirma 'não devemos deixar ninguém para trás'.
                               Papa pede: dê compaixão aos imigrantes, não culpa"
10,10,16 years or more,0,Weekly,Brazil,10,10,9,9,3,18-24,Female,1,4,5,9,10,7,2,10,"“Ame Deus hoje, porque você pode não ter o amanhã, diz Papa”.","Em Roma, Papa completa 80 anos e fala aos Cardeais durante missa.
                        Se você é tentado a fofocar, 'morda sua língua', diz Papa.
                        Ame Deus hoje, porque você pode não ter o amanhã, diz Papa"
6,8,16 years or more,0,Never/yearly,Brazil,8,8,8,9,3,45-54,Female,2,4,7,9,7,8,7,7,Papa pede paz,"Papa suplica para o fim da 'loucura homicida' do terrorismo.
                         Papa encontra com líderes colombianos às vésperas do acordo de paz.
                         Na sinagoga romana, Papa pede: vamos nos unir contra a guerra e a violência"
6,6,16 years or more,1,Never/yearly,Brazil,7,7,8,7,1,18-24,Female,4,3,1,10,9,1,1,9,Criança precisa de diversão e educação.,"Educação e recreação são fundamentais para infância,  Papa diz a jovens cubanos e americanos.
                               Santa Sé apoia objetivos globais para saúde e afirma 'não devemos deixar ninguém para trás'.
                               Papa pede: dê compaixão aos imigrantes, não culpa"
10,8,16 years or more,1,Weekly,Brazil,10,10,8,8,3,25-34,Male,1,2,7,8,8,9,5,10,papa pede a governantes que tomem cuidado com decisões econômicas,"Papa diz que a economia deve lutar contra a 'cultura do desperdício'.
                        Papa pede a líderes empresariais que gerem novos modelos de progresso economico.
                        'Economia da exclusão e desigualdade causaram o crescimento da pobreza', diz Papa"
8,7,16 years or more,1,Weekly,Brazil,7,8,7,8,3,35-44,Male,1,4,8,9,8,9,8,9,africa,"Diplomacia do Vaticano passa a focar nos direitos humanos na Africa.
                            Papa é taxativo: liberdade religiosa é um presente de Deus. Defenda-a.
                            Papa diz que a promoção dos direitos humanos é central para o empenho da União Europeia"
10,10,16 years or more,0,Weekly,Brazil,10,10,10,10,3,35-44,Female,2,4,6,10,10,10,7,10,Que temos que ter igualdade ajudar o mais necessitados e igualdade entre as classes,"Papa diz que a economia deve lutar contra a 'cultura do desperdício'.
                        Papa pede a líderes empresariais que gerem novos modelos de progresso economico.
                        'Economia da exclusão e desigualdade causaram o crescimento da pobreza', diz Papa"
7,3,16 years or more,0,Monthly,Brazil,8,8,9,10,3,45-54,Female,2,4,1,8,10,10,8,10,"Papa é contra a violência, é contra o terrorismo, suplica ajuda da humanidade contra a violência ","Papa suplica para o fim da 'loucura homicida' do terrorismo.
                         Papa encontra com líderes colombianos às vésperas do acordo de paz.
                         Na sinagoga romana, Papa pede: vamos nos unir contra a guerra e a violência"
7,7,16 years or more,1,Weekly,Brazil,7,5,5,6,2,18-24,Male,3,4,3,6,10,6,1,7,"Dizia que o papa defendia os direitos humanos, principalmente da Africa, no qual o direito humano quase não existe, e por conta disso foi questionado","Diplomacia do Vaticano passa a focar nos direitos humanos na Africa.
                            Papa é taxativo: liberdade religiosa é um presente de Deus. Defenda-a.
                            Papa diz que a promoção dos direitos humanos é central para o empenho da União Europeia"
9,6,16 years or more,1,Never/yearly,Brazil,1,8,3,10,3,25-34,Male,2,4,2,9,9,8,10,9,Diplomacia do Vaticano passa a focar nos direitos humanos na África papa é taxativo :liberdade religiosa é um presente de Deus defenda-a  papa diz que,"Diplomacia do Vaticano passa a focar nos direitos humanos na Africa.
                            Papa é taxativo: liberdade religiosa é um presente de Deus. Defenda-a.
                            Papa diz que a promoção dos direitos humanos é central para o empenho da União Europeia"
8,7,16 years or more,1,Monthly,Brazil,8,8,9,10,1,35-44,Male,3,4,9,10,10,8,3,9,Vaticano apoia os direitos humanos na África ,"Diplomacia do Vaticano passa a focar nos direitos humanos na Africa.
                            Papa é taxativo: liberdade religiosa é um presente de Deus. Defenda-a.
                            Papa diz que a promoção dos direitos humanos é central para o empenho da União Europeia"
